X (mg);Y (mg);Z (mg)
-71;20;-18
-51;65;-27
-34;105;-39
-29;111;-41
-57;67;0
-100;12;-3
-112;-2;-14
-104;11;-20
-104;10;-11
-107;13;-23
-89;29;-33
-80;31;-21
-77;52;-25
-71;68;-36
-73;84;-54
-67;74;-15
-91;-1;17
-129;-35;-11
-127;21;-32
-95;85;-31
-97;83;-10
-112;51;-47
-108;4;-21
-94;-10;-15
-71;9;-49
-41;61;-56
-23;67;-44
-36;54;-52
-40;36;-21
-61;-5;13
-100;-41;-24
-97;-35;-27
-49;-3;-13
-34;0;-15
-51;-14;34
-92;-40;23
-89;18;-53
-14;97;-69
15;86;-56
-12;8;-43
-45;-75;31
-82;-122;6
-79;-50;-30
-31;-25;-49
21;-2;-72
-8;100;-20
-33;161;-23
30;148;-94
83;69;-105
28;-4;10
-3;-2;-32
13;19;-62
38;-23;-10
35;-16;-32
-8;-53;-32
-38;-19;3
-21;-43;-112
-59;-84;9
106;113;-143
131;25;-73
-12;347;41
16;335;-30
-34;91;27
-77;-20;-20
-93;-67;-45
30;-99;-107
59;-60;-98
67;62;-72
13;79;-39
11;137;-38
-3;117;-14
-15;24;-9
-41;-80;-6
-9;-50;-19
27;-61;-22
52;-21;-82
84;36;-64
99;35;-56
79;24;-75
43;11;-73
-15;-2;-61
2;6;-29
-14;2;-6
-14;2;-6
-5;130;9
10;101;5
-6;94;-32
34;49;-44
58;-41;-61
35;-75;-49
4;-117;-46
28;-68;-87
37;-11;-54
14;80;-55
-20;135;-17
-42;116;15
-64;96;-15
-46;51;-73
10;20;-78
30;11;-82
57;-12;-55
48;-36;-66
2;-14;-49
-57;22;-87
-57;77;-93
-19;64;-100
37;30;-24
59;22;-1
97;19;-53
145;0;39
67;-34;-45
60;-2;-88
170;-14;-71
219;-8;-134
219;20;-111
209;-14;47
118;-83;-2
49;-79;14
90;-47;114
210;-28;-57
251;-54;-100
162;-79;203
36;-153;43
58;27;7
136;-3;28
121;-35;-139
144;75;-145
159;22;-86
97;-20;-116
48;18;-53
43;10;-130
59;49;-3
65;-91;95
83;-68;-88
103;-50;80
122;-36;97
184;-148;133
114;-102;1
46;-99;167
21;30;58
74;148;96
91;94;75
80;5;77
67;-54;142
26;-158;210
6;-140;189
2;-93;227
-9;43;150
41;105;131
66;47;185
110;-12;-22
168;-5;-66
172;-15;50
231;-189;135
193;-211;118
71;-186;142
-31;25;271
-32;144;260
38;75;206
70;-191;-81
-1;-203;67
-2;-75;244
92;-80;206
93;-58;11
109;0;-27
28;46;78
-5;95;22
57;10;-61
104;-38;-133
163;-33;-158
190;-18;-141
172;-135;-255
132;-267;-185
-23;-326;-87
-85;-142;-110
17;39;-140
66;107;1
84;154;133
98;261;123
107;157;75
45;-97;86
-57;-232;84
-82;-95;70
-1;74;17
105;88;-1
178;53;47
221;106;-23
248;76;-30
176;-175;213
-7;-363;325
-153;-214;200
-72;128;38
107;298;-54
223;220;26
180;-2;229
95;-140;193
111;-54;121
80;-107;99
-9;-185;45
-18;-46;-27
81;149;-164
231;194;-158
304;84;-143
235;-61;10
133;-126;125
65;-146;260
-28;-107;229
-75;-6;129
-40;116;-88
102;231;-414
299;237;-421
346;193;-194
229;31;147
17;-179;244
-134;-152;129
-106;-93;67
-35;50;-47
9;144;-181
82;132;-238
178;118;-131
188;56;-45
76;-100;153
-64;-198;156
-99;-67;52
-93;70;-19
-56;167;-168
64;151;-239
93;154;-162
52;139;-30
-55;13;115
-148;-162;39
-144;-216;-43
-104;-64;-36
-58;89;-90
-8;141;-146
11;131;-164
34;66;-116
2;32;-50
-45;-1;-57
-15;-53;3
-45;-74;89
-68;-15;-3
6;54;-42
54;63;-24
54;53;-16
40;-3;-64
44;-41;-62
-9;-18;-30
-32;2;-73
-15;30;-58
-49;-2;23
-37;-22;-22
-20;25;-3
-34;15;-6
15;-6;-46
18;37;-42
-15;58;-65
-14;46;-60
-53;74;-43
-81;49;-59
-44;19;-30
-46;33;60
-72;9;62
-62;-16;34
-41;-24;28
-36;-29;-34
13;-24;-46
48;42;-32
45;67;-76
35;72;-52
-12;111;45
-72;47;52
-60;-45;-10
-33;-28;3
-24;7;-45
12;-5;-123
44;19;-95
27;27;-62
8;-10;-51
-5;-44;-17
-40;-67;45
-60;-98;52
-45;-84;46
-28;-35;7
8;-30;-70
26;7;-63
22;40;-58
26;-29;-89
5;-62;-56
-14;-33;-15
-27;-21;26
-46;12;41
-52;38;18
-50;2;23
-40;-30;40
-33;-64;11
-6;-80;-39
17;-44;-37
2;-24;-43
-24;7;-87
-16;75;-42
1;85;-27
-6;68;1
-24;65;6
-57;17;10
-81;3;-29
-58;23;-43
-50;-8;-21
-56;-53;-41
-41;-20;-52
-16;12;-21
-34;-6;-5
-67;-16;-31
-68;19;9
-92;30;35
-94;35;-21
-25;62;0
18;62;-58
28;16;-25
33;-31;-17
36;-2;-10
29;-15;-11
8;-9;-21
-33;-17;-1
-53;5;-15
-27;-3;-13
-23;-12;10
-10;15;-2
6;13;-41
22;-1;-27
23;-12;-29
33;-15;-14
38;4;10
35;24;25
38;49;13
39;38;5
11;-13;0
-17;-53;-15
-23;-39;-4
-2;1;-3
14;22;-31
26;30;-28
19;43;0
8;20;16
-8;-11;19
-11;-23;-13
5;-10;-13
12;19;-17
9;13;-27
13;6;-30
14;-3;-11
-8;-20;-17
-21;-19;-18
-12;-4;-7
6;6;-8
13;-2;-7
16;4;0
26;19;-9
36;21;-21
30;7;-8
1;-7;0
-29;-29;-20
-37;-35;-13
-29;-11;-2
-11;16;-26
0;28;-17
4;18;-2
12;7;-6
19;-2;-18
17;-9;-19
10;-5;-29
4;-7;-12
-9;-5;3
-28;7;-5
-36;3;-17
-28;6;-12
-13;18;0
-11;19;-5
-12;0;-4
-6;-2;-9
15;6;-12
29;-5;-12
16;-11;-28
5;0;-29
4;16;-26
-2;11;-16
-7;12;-4
0;19;-5
4;7;-8
3;-1;-1
6;7;-4
11;13;-17
14;18;-23
10;18;-17
5;6;-9
3;-4;-15
0;-17;-13
-1;-21;-16
-4;-14;-16
-10;2;-14
-18;8;-11
-12;21;0
-1;30;-5
3;23;-16
-2;16;-10
1;13;-6
7;10;-12
-4;13;-17
-21;20;-18
-22;15;-17
-23;7;-14
-22;10;-8
-16;9;-10
-18;3;-12
-19;10;-11
-19;18;-8
-19;17;-9
-23;16;-15
-19;15;-23
-12;16;-26
-1;22;-24
7;18;-24
6;9;-21
-1;-2;-3
-3;1;3
1;-2;-14
7;-4;-21
13;10;-13
18;10;-29
25;10;-29
26;32;-17
9;30;0
-9;17;0
-17;12;-13
-24;31;-19
-42;19;-5
-77;9;-12
-100;16;-20
-106;27;-28
-92;36;-50
-86;67;-55
-87;79;-44
-90;66;-32
-84;46;-46
-80;40;-43
-85;49;-29
-83;47;-40
-73;41;-24
-60;35;-11
-45;17;-20
-56;5;-10
-83;15;-1
-59;31;-24
-12;35;-41
-1;29;-28
-29;17;-12
-60;11;-16
-45;12;-11
-13;1;-8
-20;-18;1
-52;-23;-10
-67;-9;-15
-75;-2;-19
-69;25;-56
-29;26;-80
4;31;-56
4;67;-34
-28;134;27
-64;124;47
-65;73;-4
-59;-19;-9
-101;-111;21
-156;-119;-25
-141;-71;-77
-56;-7;-103
-6;84;-127
29;122;-122
22;98;-64
-17;66;-50
-30;15;-24
-67;-46;18
-124;-37;42
-59;67;30
-3;52;-14
-17;19;-27
-23;-6;-56
-35;-28;-19
-28;-66;-61
-24;-121;-47
-48;-78;10
-31;-74;-45
-40;-143;38
64;114;-25
123;128;-26
-25;223;-1
2;224;17
-47;34;-28
-54;-32;-25
-68;-69;-77
-30;16;-85
-10;83;-85
-29;153;-84
-28;205;-91
-10;12;-107
-42;-42;-56
-67;-67;-21
-67;-117;-6
-42;-4;-36
16;80;-76
48;84;-79
25;131;-69
13;50;-73
-23;-19;-53
-42;32;-39
-33;53;-38
-46;58;-18
-26;50;-22
12;4;-43
17;30;-64
36;-33;-64
27;-93;-69
13;-108;-80
30;-59;-78
75;39;-38
76;67;-13
-58;155;-2
-66;144;-46
-19;63;-33
-69;27;2
-49;10;-45
-53;-49;-52
-17;-46;-105
18;-70;-101
-15;-40;-103
-42;-9;-89
-75;53;-61
-36;98;-72
32;77;-51
7;88;-13
-42;55;22
-40;40;-41
20;-50;-95
47;-43;-74
2;-8;-48
10;13;-60
60;4;-59
90;-7;-74
102;10;-55
98;28;-16
88;21;12
39;-11;12
31;68;-61
142;50;-31
161;2;-78
112;5;-37
82;-73;56
62;-15;-52
103;14;-27
134;2;-37
118;55;-41
96;-27;69
67;-9;-55
163;-9;-12
205;-113;4
167;-44;14
118;-108;102
103;-51;-37
149;-32;30
177;-26;-34
183;-20;38
123;16;-32
146;67;-1
186;21;-10
220;-48;23
183;-129;57
111;-136;115
61;-180;180
75;-101;29
109;-24;295
135;-48;115
188;-126;143
204;-150;159
153;-128;121
91;36;107
107;56;101
135;-5;79
135;-122;124
77;-239;150
30;-212;134
82;-128;177
120;-93;114
95;-16;98
69;1;55
104;-5;25
95;-37;42
14;19;22
-14;66;47
44;-14;40
68;-123;-20
65;-122;-9
81;-125;32
91;-130;61
51;-68;56
32;44;48
73;72;33
111;30;29
152;4;22
138;-111;124
2;-85;67
10;19;84
92;24;66
150;42;-28
202;17;-14
268;-32;19
280;-61;75
252;-159;120
252;-159;120
-88;-388;298
-371;28;100
-136;232;99
259;100;-139
445;-81;-177
422;-78;-137
341;-135;44
60;-196;152
-214;-53;201
-251;196;122
35;212;-98
324;19;-136
407;-142;-133
303;-63;-41
190;74;70
89;29;173
-122;49;128
-193;176;21
16;-12;-111
224;-179;-133
257;-195;-97
72;-238;73
-139;-4;-19
-20;333;-25
210;244;-62
204;87;-51
65;60;-50
-59;-129;116
-173;-229;-31
-79;-16;-100
83;116;-115
59;94;-156
65;153;-151
149;84;-117
86;-24;-48
9;-52;108
-223;-228;141
-226;-50;-31
29;-16;-151
76;-15;-153
70;119;-93
38;231;-60
21;197;-89
79;124;-48
107;-31;66
-99;-257;58
-99;-198;-33
-65;-137;-12
10;54;-80
13;199;-119
-9;168;-44
-5;72;6
-125;60;47
-85;-29;-71
28;-218;-76
34;-213;-58
5;-184;-75
50;-71;-44
-2;103;36
-55;286;46
16;291;-64
1;99;-30
-82;64;-20
-32;15;-62
-30;-45;-22
62;-60;-86
11;-152;-6
-90;-70;46
-61;2;-43
-20;74;-12
-61;60;-50
-37;-31;-119
-18;-61;-74
-42;-50;-41
-6;13;-9
1;91;11
-57;91;14
-22;77;-31
25;5;-34
7;-35;-36
-8;-90;-39
-84;-89;10
-71;-20;-19
14;6;-33
11;62;17
7;35;3
30;-12;-30
25;-58;-20
42;-37;-12
86;11;-55
72;55;-34
56;88;-10
42;42;-21
-4;-32;-18
-30;-71;13
-39;-34;4
-31;29;-6
8;49;-17
21;64;-2
25;50;-22
22;24;-12
-10;10;-20
3;-20;-65
11;-36;-67
-35;-24;-27
-36;-6;-46
-24;4;-22
-44;13;32
-26;9;8
-20;-8;6
-67;-20;33
-82;-35;-9
-58;-19;-25
-31;24;-3
1;33;-6
3;13;14
-30;-18;45
-53;-37;18
-42;-12;-20
-12;43;-47
37;68;-67
52;51;-60
37;11;-45
14;-18;-24
-21;-27;-6
-60;-23;-7
-50;-17;-31
-21;-6;-38
-23;8;-23
-26;23;-18
-31;29;-16
-46;17;-35
-32;7;-59
-23;3;-48
-55;2;-32
-87;13;-44
-108;-8;-31
-52;46;-90
-67;36;-8
0;29;1
6;-10;-20
12;-19;0
17;-32;-24
4;-24;-7
4;-11;-23
-3;-14;-33
-7;2;-17
6;0;-21
23;5;-14
14;-3;0
12;-1;3
5;11;17
-14;0;1
-3;-1;-25
19;11;-26
19;12;-22
26;3;-41
38;-20;-41
20;-27;-20
-4;-25;-20
-15;-11;-28
-24;10;-12
-36;29;5
-18;37;-14
8;23;-14
19;14;-14
42;3;-28
39;-11;-30
0;-15;-12
-25;-15;-22
-18;-5;-19
-21;3;-5
-39;1;4
-46;-16;5
-32;-16;-12
-3;-17;-4
16;-18;-1
-13;-6;-11
-41;12;-19
-17;36;-26
-1;58;-20
-10;60;-8
-22;35;-7
-29;7;-9
-25;-3;-3
-5;-10;-4
5;-12;-20
7;-1;-13
17;11;-12
17;16;-18
8;22;-26
10;10;-22
3;3;-7
2;2;-8
5;-4;-6
-5;0;-4
-3;15;-4
14;16;-15
17;2;-7
24;-4;-6
28;-7;-10
17;-13;-7
7;-19;-15
2;-10;-14
-7;12;-3
-12;18;-7
-21;21;-11
-10;25;-6
0;15;-9
-3;13;-20
-11;14;-18
-23;14;-18
-29;14;-20
-36;19;-22
-34;14;-29
-24;17;-31
-28;22;-19
-29;14;-26
-20;11;-36
-18;13;-28
-25;20;-18
-14;17;-26
-7;7;-21
-6;14;-18
5;15;-29
12;12;-20
-5;10;-5
-20;1;-16
-23;2;-21
-32;14;-10
-34;18;-26
-16;8;-39
-7;-2;-32
-16;-3;-21
-18;10;-34
-1;17;-30
-1;20;-14
-7;36;-18
-11;41;-17
-26;38;-2
-43;31;-27
-40;22;-29
-46;9;-16
-64;9;-28
-69;22;-41
-59;36;-32
-61;40;-30
-44;46;-49
-14;32;-31
-31;20;-30
-75;54;-13
-85;75;-20
-72;64;-11
-64;69;-19
-51;40;-54
-43;18;-25
-54;11;-31
-69;9;-35
-69;13;-58
-79;-18;-39
-118;-23;19
-135;-1;12
-113;16;3
-71;71;-9
-20;90;-65
20;79;-94
19;87;-72
-39;88;-40
-77;51;-40
-109;6;-39
-136;-27;-64
-111;-24;-63
-63;16;-77
-17;4;-80
-8;44;-49
0;94;-99
35;74;-55
40;3;-32
-14;-76;-24
-70;-53;2
-100;17;23
-77;69;-5
-31;87;-25
-16;25;-24
-52;-34;-15
-78;-74;-30
-78;-84;7
-58;-7;6
-31;56;-72
9;71;-102
24;79;-98
0;102;-91
-20;-6;-59
-75;-86;-17
-139;-54;-47
-139;-33;-43
-125;-10;-48
-79;63;-54
-8;97;-101
25;30;-63
-41;-14;-3
-79;-4;-39
-91;-18;-19
-85;25;-47
-28;51;-57
1;-48;-41
8;-31;-52
-12;-26;-1
-30;-61;-34
-26;-37;-62
-26;-12;-63
22;2;-140
-19;-34;-34
23;76;-43
104;87;-113
-29;179;5
-34;230;-31
21;83;-24
-25;0;-11
-96;-11;-45
-30;-69;-145
59;-49;-174
114;-32;-73
69;-22;-92
46;58;-62
34;80;-7
14;68;-39
5;-35;-3
-55;-41;-9
-55;60;-59
83;64;-114
157;19;-95
113;-10;-37
22;11;-7
-5;35;-21
11;12;-53
73;-33;-12
34;-20;-51
30;82;-26
58;62;-70
57;80;-71
113;-15;-74
131;-107;-46
71;-113;-25
21;-96;-12
28;-7;-58
125;-2;-47
171;7;-70
129;94;-46
107;53;-9
107;3;-29
91;-34;8
34;-51;-37
74;12;4
109;-15;-22
135;-14;-13
137;-97;-16
97;-135;-12
118;-94;116
142;-135;-52
220;-30;-9
218;-41;105
165;1;57
148;57;144
159;46;124
191;9;111
190;-91;121
146;-141;53
142;-84;106
169;-88;-39
163;-58;80
117;-45;179
100;-105;99
152;-72;120
229;-115;114
209;-161;144
109;-179;79
100;-128;90
119;-94;68
146;-61;49
166;-21;93
141;-33;111
103;-51;92
87;-79;92
54;-84;39
22;-63;9
30;-18;-39
61;67;-84
100;72;7
63;-77;31
-2;-166;10
-11;-119;7
31;-1;-51
31;58;-30
-12;79;-58
-17;75;-2
23;29;15
55;-34;35
61;-9;1
91;42;-8
107;24;-6
97;-22;-45
104;-67;-7
110;-135;-31
152;-137;-43
181;-152;41
121;-159;-18
110;-41;25
71;7;129
6;49;48
49;118;59
164;86;80
266;19;72
312;-84;226
165;-263;374
-130;-149;155
-194;225;116
-15;240;-17
273;59;-76
467;16;-165
303;-449;188
155;-467;122
-36;-107;135
-192;408;-18
24;563;-94
282;278;-26
350;12;-23
288;-91;157
96;-269;264
-133;-284;226
-306;-9;38
-109;321;-231
235;266;-326
419;60;-407
384;-105;-207
129;-228;13
-97;-92;91
-123;125;73
-91;171;75
27;178;-1
128;86;-22
131;-40;-113
101;-160;-91
19;-201;-58
-106;-302;3
-160;-129;-7
-130;-80;95
-104;-52;131
-13;-5;106
115;209;141
131;212;-20
27;21;-75
-56;-249;-48
-12;-247;-51
-55;-266;65
-158;-195;121
-167;-33;165
-133;95;113
-61;82;-108
77;240;-480
214;428;-555
238;304;-344
116;12;-83
-84;-109;98
-190;-108;256
-188;-72;215
-137;-40;108
-76;-98;94
-90;-226;48
-91;-208;-124
40;23;-190
86;159;-94
31;165;-58
29;96;-30
17;-4;7
-8;6;0
40;75;19
21;81;57
-26;47;35
-1;-22;-31
42;-36;-79
65;-17;-66
74;30;-62
29;50;3
-31;-11;-48
-43;-80;-120
-10;-22;-136
14;71;-135
42;86;-149
25;69;-85
-1;60;-44
-2;43;-29
-9;32;-1
-6;33;-26
8;54;-77
2;68;-49
16;84;-65
23;81;-43
-17;50;-4
-47;-1;-35
-74;-94;-50
-86;-162;-42
-114;-153;-46
-101;-70;-80
-76;88;-65
-10;211;-56
65;178;-36
58;70;-35
-48;-70;19
-113;-138;32
-72;-128;32
-28;-54;-8
-45;18;-52
-54;48;-71
2;50;-62
32;-15;-37
-11;-75;4
-48;-77;62
-56;-35;91
-50;-20;81
-50;-13;67
-41;2;2
-2;0;-94
48;8;-104
70;-3;-69
36;-1;-43
-7;33;8
-18;34;29
-32;-8;39
-37;-31;-8
-15;-30;-52
9;0;-51
9;0;-51
25;8;-64
42;31;-84
37;56;-49
0;49;-13
-25;23;-5
-30;4;8
-41;-5;26
-37;-9;-5
-30;-8;-26
-6;14;-48
28;10;-36
20;-14;-10
12;-18;-22
22;-6;-4
17;15;14
-13;9;3
-23;13;0
-10;22;13
-6;9;4
1;-10;-6
12;-3;-8
13;-5;-5
-4;-18;-7
-24;-30;-15
-20;-14;-14
-4;6;-28
6;17;-20
3;28;-8
11;29;5
25;31;2
18;41;-24
15;28;-45
30;32;-27
41;49;-15
18;24;-28
-15;-16;1
-47;-9;33
-62;-1;21
-61;-25;8
-57;-62;-5
-39;-61;-8
-11;-30;-11
8;21;-29
12;60;-43
3;47;-35
-15;16;-22
-19;2;-38
-17;8;-34
-44;34;-31
-79;-5;-39
-6;-9;65
27;-17;-83
39;-73;-49
16;-85;-9
5;-83;-13
23;-65;-21
51;-23;-49
59;0;-20
28;62;-13
-4;50;-12
-30;-36;-4
-47;-51;17
-39;-6;23
-29;27;21
-12;46;-3
28;59;-7
65;47;-28
63;10;-24
24;-10;-18
-9;-16;-19
-25;-11;-26
-16;29;-14
-1;57;-9
2;50;-20
-7;30;-12
-4;8;-12
-4;-7;-16
-9;-8;-18
-1;-10;-12
-2;-7;-8
-6;0;-14
-11;15;-14
-11;14;-13
-20;11;-2
-24;21;2
-28;14;1
-22;6;0
-5;5;-2
5;11;-8
24;29;-4
41;28;-8
41;17;-15
13;0;2
-5;-14;1
1;-16;-20
7;-7;-24
15;-12;-18
21;-32;-15
18;-31;-22
23;-6;-21
41;2;-17
40;-4;-19
13;1;-15
4;0;-15
4;-13;-18
6;-5;-13
6;3;-14
16;-2;-16
21;3;-11
26;17;-8
23;25;-10
10;23;-17
-14;5;-7
-26;-4;-4
-26;-1;-20
-21;8;-22
-15;11;-24
-17;4;-13
-23;5;-8
-17;18;-5
-14;30;-11
-24;35;-8
-33;36;-2
-33;36;4
-32;24;9
-25;8;-2
-19;9;-12
-7;17;-18
-4;21;-22
-12;26;-25
-15;31;-11
-12;14;-4
-4;-5;-15
5;-6;-17
2;-3;-24
-11;-7;-33
-14;-3;-27
0;2;-22
5;14;-22
-3;22;-21
-4;38;-24
5;41;-29
-2;36;-27
-23;26;-30
-43;16;-47
-42;23;-64
-28;40;-41
-41;76;-46
-78;120;-41
-83;131;-17
-73;107;-14
-86;73;-27
-111;41;-22
-101;17;-27
-56;13;-24
-55;30;-13
-72;56;-14
-82;44;-26
-89;18;-3
-93;3;5
-86;-1;-5
-70;0;17
-46;14;4
-48;13;-24
-81;18;-17
-99;37;-15
-106;43;-12
-91;3;-32
-80;-31;-50
-106;-4;-52
-114;25;-56
-76;80;-54
-30;85;-65
-34;57;-48
-80;39;-39
-113;-18;-38
-88;-16;-14
-52;40;-2
-33;75;5
-31;26;4
-79;-31;2
-124;-23;-21
-94;-12;-25
-28;-25;-14
-46;18;-10
-67;31;-23
-19;-12;-69
22;32;-121
-23;-5;-91
-84;33;51
14;113;-92
70;45;-49
-18;127;54
2;45;-24
-37;-64;34
-25;20;-7
-19;6;-66
30;120;-111
62;148;-159
29;176;-71
-33;62;-108
-136;-41;-27
-133;-89;7
-91;-89;-34
-14;85;-6
88;101;-59
95;53;-60
31;85;-74
-30;23;-118
-89;-22;-77
-133;-24;-55
-67;25;-56
1;89;-21
41;120;-17
45;129;-6
15;101;20
44;40;-27
88;-64;-82
49;-130;-65
6;-122;-85
16;-87;-127
52;18;-104
25;96;-34
-20;122;0
-35;132;-1
-12;62;-15
3;-1;-30
18;-29;-56
57;-33;-78
7;-3;-55
-46;22;-76
-26;17;-78
-1;-47;-86
-31;-42;-38
-96;23;-14
-92;90;-48
10;47;-73
24;51;-54
-9;49;-57
-7;38;-51
-28;-4;-92
20;-40;-121
45;-57;-72
-36;61;-61
-32;47;-78
41;90;-72
45;130;-34
-9;68;-20
-69;21;-47
26;-36;-96
51;-100;-76
23;-4;-75
58;-17;-66
120;21;-86
151;35;12
124;10;-33
141;14;11
133;-11;10
108;5;19
88;-17;52
41;-6;-18
103;57;-47
221;-25;-32
229;-58;-3
182;-30;-29
180;-43;-17
197;-59;47
174;-104;-11
140;-77;13
96;-89;28
99;-34;18
137;-17;28
226;11;88
219;-63;75
201;-36;67
199;-44;144
176;-98;141
90;-140;158
65;-82;109
157;7;75
210;-67;121
183;-150;161
188;-200;197
146;-223;140
131;-136;108
98;-94;165
124;-100;103
103;-134;118
115;-152;83
100;-168;97
64;-88;36
43;20;43
53;46;20
100;97;-35
119;50;18
65;-37;2
-4;-68;56
-11;-69;88
-4;-66;75
15;15;-16
40;81;8
38;63;-54
25;11;-16
5;-34;-6
21;-74;4
37;-116;30
29;-100;6
49;-43;19
90;-23;27
74;25;3
55;125;0
96;98;42
87;-44;51
48;-98;68
92;-127;104
112;-166;106
89;-91;26
132;-27;71
125;-18;1
81;34;1
121;8;66
191;-79;67
208;-119;80
220;-137;149
135;-151;138
7;23;70
20;170;66
135;120;-4
242;-25;-75
292;-219;0
195;-271;38
104;-85;92
-50;28;116
-118;212;-49
84;217;-88
289;-58;-95
244;-230;-137
188;-83;-26
39;-138;123
-172;172;-32
-22;362;5
160;46;-67
115;-46;-109
84;17;-26
136;-64;29
138;64;14
229;168;-15
242;-68;35
24;-73;-63
-135;25;-8
-93;-87;-55
83;-80;-177
149;-19;-107
148;25;-14
23;-2;85
-264;29;97
-319;171;-68
-33;111;-83
130;-45;-133
123;-47;-128
65;10;7
-89;24;-5
-105;126;-75
-102;-7;44
-164;-74;-55
-92;-72;-54
40;-77;-73
108;-115;-74
25;-95;-14
-40;98;-33
-1;218;-36
32;161;-70
42;110;-83
34;15;-19
-13;-42;41
-98;-36;56
-130;-7;0
1;0;-105
90;-51;-104
52;-9;-75
63;82;-48
41;12;59
-46;45;41
3;103;-28
40;-45;-7
21;-80;-22
62;-6;-61
47;-85;-25
6;-89;-25
9;-37;-21
-7;-49;-62
28;-29;-78
66;-18;-32
8;-40;2
-14;6;23
24;49;25
26;81;-34
38;156;-43
103;98;-84
67;-5;-99
-32;39;20
-36;37;-22
-29;8;-88
-41;31;15
35;-36;-77
25;-102;-17
6;-79;4
-56;-63;-33
-39;66;-51
9;126;-51
-21;37;-75
-24;47;-83
-24;-41;-30
-82;-94;-29
-103;-46;-25
-59;11;-23
-73;38;-11
-69;103;-39
-15;100;-44
-38;49;-35
-58;14;-65
-27;-26;-74
-19;-54;-41
-57;-23;-10
-63;-19;0
-84;-21;30
-81;21;16
-11;56;-21
26;52;-19
-5;24;-30
-9;1;-45
-23;2;-20
-32;12;-45
7;30;-63
7;43;-11
-32;43;7
-36;25;-10
-12;2;-20
-26;-8;-11
-27;-3;-36
7;-9;-38
8;-16;-33
14;-9;-57
16;34;-36
-30;21;11
-51;-21;4
-25;-21;-4
-25;-2;8
-49;-8;16
-56;-34;2
-42;-45;-6
-28;-31;2
-1;-10;-15
21;6;-28
14;17;-17
9;7;-13
6;-10;-7
5;-9;-3
10;-6;-18
4;-3;-2
-19;6;19
-17;-10;-10
-14;-31;-23
-13;-19;-26
-6;-8;-31
-5;-7;-36
-5;11;-24
9;18;-16
18;25;-16
13;29;-13
21;42;-21
4;38;-33
-76;-14;59
-16;19;2
-15;81;-99
-10;38;-15
9;23;-43
-2;4;-15
-33;-18;-7
-50;-64;-25
-48;-135;-31
-54;-88;-23
-65;-14;17
-41;72;-12
0;111;-16
12;84;-1
7;23;-31
-31;-20;-20
-47;5;-3
-11;23;-6
14;21;-14
1;22;-5
0;3;-16
6;-18;-21
5;-15;-19
5;-20;-19
7;-24;-18
-1;-13;-4
5;-3;-11
28;-1;-21
31;-4;-12
32;6;-4
37;12;0
28;5;4
7;-4;12
7;2;-5
18;4;-12
4;4;-8
-15;-4;-12
-12;-10;-20
-3;-16;-16
0;-3;-19
11;3;-23
17;-5;-19
9;-7;-14
2;16;-9
4;36;-11
-2;30;-16
-6;35;-13
0;29;-26
-11;19;-17
-24;5;-10
-16;-15;-14
-2;-18;-14
-2;-7;-15
-3;11;-18
10;14;-13
15;8;-13
6;12;-3
9;14;-10
12;6;-13
6;8;-10
6;8;-10
1;7;-18
-3;-3;-31
-2;-6;-25
-5;-6;-14
-4;1;-20
1;9;-20
10;4;-12
10;2;-12
-4;11;-10
-5;15;-16
8;12;-14
5;10;-10
-16;14;-15
-18;21;-19
-14;19;-12
-26;10;-10
-19;20;-21
-17;29;-12
-29;16;-16
-38;13;-3
-36;22;-10
-33;19;-17
-29;26;-24
-40;25;-32
-46;24;-33
-27;30;-40
-21;36;-37
-35;44;-28
-62;36;-3
-88;41;8
-79;30;-40
-65;5;-66
-81;18;-62
-83;48;-71
-50;38;-84
-41;19;-89
-75;14;-31
-120;43;19
-135;24;12
-123;-24;-4
-108;-13;-2
-86;69;8
-51;143;12
-19;140;12
-35;90;4
-76;34;-18
-69;15;-26
-78;-2;-25
-113;21;-28
-92;56;-48
-53;61;-75
-49;19;-69
-89;42;-39
-97;68;-62
-82;50;-74
-81;53;-54
-87;68;-19
-84;10;-45
-66;-8;-106
-22;47;-68
-17;65;-29
-54;40;-86
-77;20;-32
-54;37;10
-93;-43;-39
-141;-57;10
-38;-27;-76
-40;-65;-35
-46;-97;-30
-11;66;-60
-86;190;-15
-49;410;-5
36;234;-94
7;63;-110
-62;-147;-36
-131;-187;-40
-100;-108;-58
1;-25;-71
73;100;-96
9;178;-26
-92;171;-56
-99;41;-117
-70;-17;-77
-127;-64;-79
-143;-116;-28
-68;-18;-56
-14;142;-68
21;173;-71
11;124;-83
-60;21;-80
-138;-5;-89
-144;45;-107
-118;104;-99
-43;96;-107
-8;43;-104
-9;53;-37
-37;7;-58
5;-109;-107
71;-58;-95
48;-11;-14
11;-19;-27
40;88;-28
47;101;1
57;70;-12
25;49;-46
5;40;-32
21;44;-47
11;-28;-57
4;-14;-76
39;-81;-92
78;-72;-75
-6;85;-69
20;126;-94
92;29;-84
36;-8;-54
14;57;-89
-6;11;-44
-33;42;-41
52;12;-87
81;-72;-110
117;-29;-97
122;-7;-36
42;-24;-68
59;40;-43
83;9;-65
98;-15;-47
132;-99;-75
148;-10;-45
143;50;13
163;89;3
164;92;19
143;34;59
147;-32;-50
221;-76;2
160;-86;-17
72;21;-89
168;13;-4
233;-89;-51
218;-50;-26
192;-48;40
