X (mg);Y (mg);Z (mg)
-118;155;130
-232;116;79
-114;72;57
75;-74;-16
194;-135;-147
271;-93;-145
302;-60;-96
266;-18;25
21;-64;108
-241;133;3
-110;216;-42
92;76;-166
160;-4;-129
121;-60;-2
50;-91;100
-43;-31;8
-48;115;21
-121;-61;-15
-110;35;-151
73;-17;-152
133;-71;-84
43;16;-19
-11;-13;115
-137;-156;42
-149;9;-114
-72;36;-22
-128;5;-3
-124;21;-84
-75;-63;-127
-71;-27;-124
-62;62;-43
46;103;5
124;51;31
120;47;-24
56;86;26
-122;-24;132
-243;-25;46
-99;32;-62
98;-31;-94
123;-29;4
111;85;-31
207;31;-23
109;-108;84
-138;-52;-34
-119;37;-36
70;-36;-4
64;-2;-43
17;119;-71
27;51;-3
11;2;-50
59;20;-93
49;-43;10
-83;-65;8
-83;-26;4
-17;-82;3
56;-58;-93
124;33;-99
133;62;-47
69;78;-35
-11;13;35
-108;-100;101
-104;-170;-33
28;-99;-60
102;-77;-74
77;61;-66
38;195;-28
-18;150;-24
-42;60;-3
-100;0;47
-106;45;-2
19;62;-7
69;84;20
41;68;-72
48;-108;-62
-55;-199;2
-122;-30;-61
-19;-7;-63
40;-25;-24
30;83;-33
18;66;12
-73;37;14
-141;62;3
-57;3;-37
-32;-70;-22
-17;17;-42
78;55;-51
76;-22;-22
71;-19;-74
49;22;-22
-107;77;14
-130;80;-53
-41;78;-37
5;107;-35
96;88;-57
132;-84;-20
105;-80;-57
124;30;-138
50;0;5
-102;-30;12
-132;-96;19
-117;-100;-74
-18;49;-104
41;135;16
19;95;-11
5;46;-3
66;75;-56
93;169;-11
20;85;18
-58;-18;-47
-78;-60;-47
-92;-61;-28
-47;-30;-34
1;-6;14
-31;-49;4
-82;-90;-32
-58;-1;-52
-10;85;-20
-6;45;-1
-39;45;56
-55;6;81
-81;-144;203
-154;-246;293
-218;-222;223
-230;-114;73
-136;-33;-107
28;36;-271
119;107;-268
147;182;-163
154;108;2
71;-117;99
-82;-359;208
-221;-389;224
-241;-259;368
-273;-202;401
-328;-188;211
-277;-20;-162
-11;222;-298
234;296;-286
319;141;-160
277;5;-107
219;4;-87
159;3;-20
97;-16;21
35;-23;45
-51;-9;61
-79;62;-1
2;133;-48
69;120;-76
70;48;-142
66;-36;-131
29;-99;-48
-20;-93;17
-3;19;39
53;116;29
44;125;59
0;96;33
-20;-8;-31
-25;-77;-78
-8;-77;-52
-4;-71;-35
-28;-42;-40
-38;27;-22
-22;71;42
-27;71;40
10;47;-15
52;45;24
61;42;27
52;-19;-13
5;-75;-15
-65;-72;-26
-93;-22;-46
-82;16;-60
-66;34;-47
-54;46;-22
-30;33;-17
-18;22;12
5;20;26
46;7;10
58;-10;15
18;-19;28
-56;-31;6
-85;-35;-33
-70;-17;-49
-48;17;-49
-34;39;-24
-20;51;-18
-14;47;13
-11;26;30
-13;5;9
-3;24;7
-7;23;7
-17;-3;-10
-23;-26;-28
-19;-27;-40
-15;-24;-19
-28;-15;-25
-31;6;-30
-13;30;-16
17;32;-7
35;28;-3
32;24;25
22;1;6
24;-8;-12
5;-11;-6
-16;-13;-19
-27;-15;-34
-27;-1;-30
8;15;-28
34;8;-8
18;-12;12
-8;-10;0
-13;6;7
-26;-7;-9
-47;-9;-18
-54;30;-36
-34;32;-46
-15;5;-13
-22;-29;-30
-61;-53;-21
-95;-25;-15
-60;6;-26
-41;12;16
-66;40;25
-59;33;12
-49;29;32
-40;90;-11
-35;96;-48
-76;60;-20
-137;17;-8
-162;-42;10
-136;-24;0
-72;39;-61
-42;82;-49
-65;97;10
-107;57;14
-131;28;28
-112;4;35
-135;-38;-42
-147;-40;-2
-131;-46;-42
-135;-30;-123
-94;71;-52
-72;62;15
-68;6;-86
-74;44;66
-116;110;0
-63;84;-71
-23;69;43
-63;58;3
-88;35;-54
-36;60;-22
-35;-4;-82
-69;-92;-40
-134;-98;13
-142;-25;-34
-78;-2;10
-64;-41;-6
-53;-44;-79
16;-1;-53
7;-46;-93
-72;122;0
-92;240;-46
-66;137;-93
-49;120;15
-83;30;-3
-68;-28;-52
-14;-24;-50
0;-2;-58
-57;-26;-54
-92;87;-32
-139;150;-98
-113;229;-79
-141;110;-79
-193;22;-83
-41;8;-123
105;-103;-131
59;-84;-43
-51;-66;-41
-43;-24;-85
-3;24;-87
-3;24;-87
-82;56;-59
-181;139;-20
-117;140;-33
-38;7;-16
-12;-72;-23
20;-104;-48
32;-54;9
39;-65;-90
-57;-64;-80
-51;-11;-72
41;40;-89
64;103;-25
17;95;21
5;38;-18
-15;12;20
-71;-13;-72
2;23;-93
29;40;-108
59;-4;-85
6;27;-39
7;19;-109
119;-72;-86
113;-81;-25
55;-13;-21
95;-2;-8
45;-23;-28
-26;-27;-54
40;-8;-14
102;0;-43
117;47;-32
116;82;-50
141;33;-64
188;-9;-23
102;-9;-32
68;48;-57
84;-14;26
36;-14;-103
129;39;-29
151;4;-100
143;-36;-30
85;-152;-85
158;-137;-92
317;-235;70
292;-212;-8
236;-50;144
211;10;189
118;100;191
92;76;267
47;-69;193
-11;-90;90
8;-114;-56
84;-67;8
129;-9;189
212;16;190
283;1;80
333;-40;160
255;-136;154
135;-162;215
16;-140;122
36;-108;187
70;-95;2
117;-70;85
147;-141;147
195;-121;196
217;-148;170
231;-107;199
80;-61;87
-21;42;60
-7;59;19
56;37;43
47;-55;75
31;-47;60
35;38;4
104;64;4
154;-42;-3
103;-115;43
-23;-81;30
-53;-46;23
2;-44;11
4;-22;-28
6;12;36
68;-24;76
119;-70;51
144;-12;28
111;28;81
27;77;-23
95;99;2
184;-14;38
186;-126;41
170;-194;183
82;-358;297
-136;-231;116
-111;99;174
98;177;60
305;152;-154
401;37;-123
382;-98;-45
297;-123;57
147;-254;375
-271;-100;202
-326;277;160
46;237;-26
412;23;-227
477;-165;-218
326;-135;-74
139;-50;88
-133;-49;420
-527;230;103
-162;347;-103
411;-71;-227
498;-342;-180
330;-228;-84
224;-66;24
145;-6;200
-143;62;184
-428;275;57
-266;240;-72
152;-95;-253
325;-249;-226
143;-180;19
-112;108;5
143;279;-54
279;59;58
114;17;-113
-154;-271;207
-430;-88;47
-252;121;-88
107;39;-178
159;-20;-160
175;125;-91
307;180;-15
126;23;59
-239;-34;-66
-308;0;110
-192;-10;-26
-15;-90;-102
58;-223;-144
146;-81;-63
68;-30;2
82;12;-120
165;56;61
-184;-37;70
-378;111;-68
-81;143;-66
10;-55;-110
58;121;-134
151;179;-63
122;63;-35
48;123;92
-154;43;176
-383;-165;1
-144;-203;-98
13;-220;-23
73;-114;-138
222;-48;-187
197;-36;-32
8;25;-11
-51;73;127
-142;39;43
-80;115;3
-57;77;41
-111;-25;-179
-44;-24;-155
4;-14;-78
-33;-10;-79
25;-5;-36
-26;21;37
-83;1;-18
-70;-27;21
-96;-13;-4
32;3;-74
109;-12;-42
39;24;-38
-14;31;-31
-19;18;-13
-11;37;-12
-28;69;60
-57;-9;63
-23;-30;37
-27;-35;38
8;-23;-51
65;-29;-89
37;-45;-41
-27;32;-17
-10;60;-17
-16;31;-23
-18;92;-192
94;79;-115
55;9;15
26;3;-34
109;24;-3
112;53;-38
39;7;-57
-11;51;-59
-106;103;82
-179;18;2
-79;-8;-60
78;29;-100
158;48;-76
122;5;-31
23;-24;26
-96;-21;6
-182;28;76
-182;16;79
-172;-205;129
-183;-329;52
-58;-97;-16
14;57;-3
77;-27;-79
94;-18;-128
51;48;-4
8;51;82
-79;55;110
-120;59;121
-110;-53;46
-39;-144;8
-26;-149;49
-28;-95;-75
-6;-5;-101
48;113;-178
140;198;-167
78;105;20
-106;-88;84
-140;-178;109
-95;-179;135
-81;-153;199
-132;-202;222
-212;-262;198
-256;-219;73
-133;-52;-107
62;187;-229
250;348;-277
356;291;-198
298;141;-27
152;23;17
70;-35;30
59;-32;23
56;-25;3
68;-14;-45
49;0;-44
0;-31;-76
-18;-72;-76
-22;-89;-38
-31;-77;-40
-19;-28;-10
-5;41;15
37;79;-13
82;82;-1
82;73;17
53;31;8
-2;-18;-13
-57;-41;-37
-77;-31;-65
-80;-24;-63
-38;0;-46
-10;2;0
-7;-10;-9
4;-18;-10
-4;-6;35
-11;37;24
-17;79;2
-39;89;1
-63;53;-9
-109;-4;-18
-126;-19;-31
-70;-25;-24
-38;-38;-5
-46;-34;16
-22;-10;16
16;2;18
-6;-3;34
-22;13;7
-17;23;12
-18;23;-25
8;42;-39
8;39;-36
-10;10;-44
-5;-21;-32
-22;-25;19
-43;-11;16
-20;-10;-2
6;-5;7
8;13;-2
21;-2;-30
26;-25;-21
12;-28;-14
16;-22;-35
15;-11;-32
3;1;-23
-2;14;-6
-7;28;-5
13;16;-2
29;-3;2
23;-21;12
30;-30;-7
37;-40;-3
16;-31;1
1;-11;-17
11;-2;-15
2;14;5
-21;25;-4
-21;19;-11
-6;16;-4
13;18;-2
31;23;7
36;10;21
-3;-7;19
-38;-11;-12
-7;7;-32
8;6;-21
-12;8;-32
-18;2;-19
-12;-12;-3
-11;-22;-7
-16;1;10
-41;24;13
-41;42;1
-3;41;-7
19;31;-14
27;8;-29
31;-21;-20
10;-31;-4
-20;-36;-19
-28;-41;-34
-4;-20;-9
20;8;5
26;24;0
31;18;10
19;23;6
17;17;-19
23;22;-27
10;21;-15
-9;14;-29
-20;2;-19
-22;-15;-16
-21;-15;-22
-11;-7;-6
-7;-8;13
-14;-6;-9
-8;12;-2
-20;29;-3
-42;37;-12
-49;39;-40
-49;31;-23
-62;36;-18
-50;39;-18
-32;24;-3
-40;18;-20
-44;15;-3
-46;19;13
-44;18;8
-45;23;-12
-46;14;-22
-59;26;-9
-76;13;-32
-65;-13;-35
-47;0;-44
-51;0;-63
-75;21;-39
-83;40;-18
-56;38;-15
-30;45;1
-29;60;13
-42;23;13
-87;-16;15
-95;-31;37
-87;-69;31
-85;-43;-41
-5;49;-65
82;78;-50
71;68;-38
39;53;-29
27;34;6
-24;16;31
-84;-13;-18
-45;-13;-28
10;-10;-34
-1;-34;-55
-38;-29;-15
-45;-4;-56
-20;-38;-71
-3;-45;26
38;33;-50
16;69;8
-29;141;-10
-24;135;2
-69;71;-15
-92;23;-2
-81;-46;3
-67;-101;-41
-38;-95;-53
16;-4;-57
12;16;-18
-66;26;6
-91;0;-9
-70;-34;-49
-35;18;-29
-15;158;16
-3;201;54
-60;134;25
-109;68;-42
-105;59;-38
-38;20;-114
30;-16;-167
21;-13;-103
-24;-141;-57
-105;-119;-3
-138;-41;15
-66;-20;-28
28;77;-46
64;110;-22
16;121;34
-87;77;21
-118;56;-36
-63;-7;-54
-113;-29;-30
-113;55;-82
2;44;-116
-20;-5;-24
-78;-51;0
-105;-52;4
-98;2;-37
-50;79;-8
21;106;-83
67;49;-109
11;44;-77
42;16;-117
83;-12;-63
63;-19;-23
-42;5;20
-104;-3;-26
-28;-1;-104
-3;103;-50
-44;67;-42
-53;16;-46
-68;0;-36
-53;9;-65
26;16;-31
11;-18;16
-69;-44;-23
-95;30;-11
-15;48;-77
26;53;-98
-18;106;-71
-25;-2;-110
-46;-24;-42
-55;12;-20
2;-15;-111
82;-19;-80
35;-35;-41
-27;-24;-4
-32;35;33
-9;75;11
-50;57;-46
-66;8;-93
24;13;-112
50;-75;-106
16;-14;-50
-32;11;-85
95;-53;-82
158;-101;-22
69;-39;-14
4;41;82
4;95;27
-45;126;-19
-40;73;-28
3;35;-134
118;-1;-198
215;-63;-85
176;-162;-59
72;-73;-42
61;89;93
92;-63;4
152;-106;-55
165;-120;54
107;28;-2
81;120;68
86;140;70
175;-76;7
210;-205;-38
241;-246;20
246;-160;65
193;-35;43
154;96;115
156;87;121
143;-46;54
127;-87;55
92;-158;22
0;-139;-133
69;-55;12
119;12;90
154;9;148
183;-2;123
215;11;155
114;8;121
33;-25;116
-10;10;23
66;77;25
151;2;-9
230;-111;11
197;-222;41
87;-249;41
20;-226;14
43;-109;-88
100;43;-14
107;102;3
99;42;62
72;-83;46
59;-103;66
14;-122;128
5;-151;97
57;-54;36
94;93;50
98;121;121
72;83;3
33;88;46
-32;-31;120
-79;-75;29
-49;-18;66
5;-106;147
19;-167;0
19;-42;-44
43;26;4
93;35;-64
100;22;-60
40;-27;-12
-26;-27;-13
-48;-27;66
-91;-60;114
-108;-35;32
-57;111;-27
38;204;-144
142;181;-50
112;35;32
33;-116;-24
26;-209;18
2;-205;63
-3;-147;33
4;-21;54
4;-21;54
-29;124;-71
2;270;-86
11;247;4
-13;86;-44
1;-80;2
-22;-111;99
-44;-110;42
20;-120;28
88;-75;-3
98;77;-88
75;178;-26
-17;109;77
-68;20;39
-93;46;96
-131;39;107
-82;-70;39
9;-124;-18
69;-44;-17
110;16;-53
145;36;-46
127;5;55
30;-28;-10
-1;-85;21
19;-107;-71
36;-50;-24
11;10;44
12;82;-42
20;110;-94
44;12;26
33;-118;19
54;-167;16
94;-139;13
159;-36;-6
161;-66;125
73;-100;50
31;41;43
41;43;68
65;52;36
115;79;48
174;7;69
144;-8;19
87;37;82
7;-128;226
-88;-45;78
-23;-21;121
9;-180;92
54;-4;40
141;159;113
149;169;83
158;112;103
176;-113;133
234;-245;-132
296;-244;22
61;-334;76
-19;-5;-141
184;249;-144
282;130;-137
311;-12;-144
242;-211;-8
94;-115;-43
98;72;60
60;-55;126
58;-52;52
84;-103;115
-10;-110;9
17;93;-105
21;215;-249
191;122;-219
220;-69;-28
102;-87;53
7;-62;158
-109;3;54
-72;125;23
70;-2;-72
-62;-98;-74
9;-25;26
-41;-46;-43
15;111;-208
105;63;-64
-4;-5;-32
31;80;-28
-69;-12;19
-153;-1;-66
-28;79;3
-100;84;-40
-16;52;-133
107;-23;-106
52;2;-139
38;83;-6
-112;-67;208
-265;-25;-1
27;102;-115
-18;-10;19
-110;-28;-85
146;-18;-152
92;-81;-50
-59;-61;-67
39;9;3
-97;-110;81
-114;-69;-33
75;113;-91
78;145;-65
42;23;-69
37;-1;-7
-128;35;58
-88;70;-62
-43;-73;-30
-104;-192;-9
22;-83;-83
73;42;-71
72;21;-10
90;7;16
93;18;-6
51;48;16
-68;23;43
-123;-35;28
-138;31;-15
-151;81;-88
-63;91;-121
97;13;-117
78;-53;-45
29;-1;-128
38;68;-26
-48;-54;48
-142;-57;29
-112;-93;30
-117;-98;-3
-46;-27;-40
-46;-5;-48
-25;51;-48
-22;64;-17
-99;85;-17
14;81;-35
-14;-9;10
-104;-29;53
-33;9;-7
-16;32;-11
-43;40;-20
-37;29;-47
-49;53;-21
-36;72;-9
-33;73;-18
-11;26;-44
-6;-106;-21
-39;-107;65
49;-73;-13
-20;-42;-45
46;25;-11
19;5;-4
-50;53;-24
14;130;-70
-8;63;-33
-45;-18;33
-28;-48;-1
21;-60;-5
77;-100;25
-9;-135;54
-6;-63;3
52;-4;-7
4;-21;7
-17;13;-5
-28;82;3
-39;90;-14
25;27;4
-26;27;-56
66;72;-120
100;-41;-3
-45;-78;16
-11;5;-17
39;28;5
-29;17;27
-26;-5;-2
-31;-45;56
-129;-70;62
-63;-26;-52
4;-38;-30
4;-34;0
75;9;-60
136;74;-132
86;49;-12
-74;3;69
-124;30;13
-16;79;-43
10;29;-14
-29;4;-7
3;-7;-36
30;-34;-28
-3;-84;-20
-23;-91;-20
-18;-57;10
-51;3;43
-23;67;-17
25;79;-33
12;50;25
8;-28;-4
-13;-61;5
-49;-62;27
-16;-75;-2
28;-54;-81
54;7;-61
58;14;-41
29;43;-68
17;79;-21
36;60;-32
41;35;-11
23;-2;3
13;-33;6
2;-62;-2
-20;-48;14
-15;-4;9
-9;10;16
-33;4;10
-29;12;-26
14;15;11
48;6;-4
38;-57;-16
-17;-55;17
-39;25;-11
16;46;-85
55;21;-67
-9;18;-11
-81;23;32
-51;1;-3
3;-36;9
24;-15;-43
26;36;-60
14;24;-17
-18;1;-10
-56;30;-5
-44;26;-6
-21;-28;-21
-24;-38;-31
-25;7;-46
21;19;-50
40;-29;-17
-30;-3;36
-58;39;36
10;1;8
10;4;16
-28;15;7
-2;-1;-16
9;-10;-33
-7;-12;-42
2;-21;-18
-10;-6;-1
-5;15;33
6;1;4
0;33;-13
-9;18;21
-21;6;-9
-16;22;-38
38;20;-49
77;-15;-38
25;-34;-8
-13;-15;-7
-2;-3;-2
-8;6;18
-34;-5;26
-29;2;0
19;15;-44
63;5;-23
25;11;-14
-25;29;-8
-18;-5;-2
-31;-2;-5
-45;17;-9
-43;9;-11
-49;12;-13
-49;15;-25
-29;14;-43
-20;-5;-40
-30;17;-20
-27;22;0
-44;16;14
-45;33;-6
-30;14;-19
-41;25;-10
-33;22;-19
-13;-4;-12
-21;21;-22
-29;29;-31
-50;17;-23
-71;17;-5
-77;10;-17
-61;3;-28
-49;24;-15
-52;-7;-28
-90;-4;32
-114;33;7
-80;26;-30
-71;77;0
-69;99;-57
-57;21;-75
-65;28;-10
-82;14;2
-119;-41;-37
-90;-6;-45
-48;14;-24
-71;-2;-43
-74;-1;-66
-31;-7;-130
4;21;-176
-14;68;27
-132;115;61
-171;125;37
-107;101;26
-95;95;6
-141;66;-63
-86;-8;-68
-15;-92;-131
21;-71;-44
-19;-57;24
-85;21;-7
-48;89;70
-71;42;110
-171;66;93
-200;72;89
-126;40;18
-12;101;-73
33;109;-41
-54;30;16
-175;7;37
-196;6;5
-129;10;-71
-49;57;-128
-15;42;-103
-34;84;-177
11;92;-141
-3;-28;-81
-115;-174;-39
-181;-150;-54
-105;-74;-94
-34;-36;-64
-72;0;28
-133;90;-100
-83;176;-109
-23;191;-74
-15;135;-110
-46;44;-26
-117;-24;11
-96;-16;-11
-83;-5;-23
-74;35;-101
-40;-20;-51
-67;24;-149
6;115;-192
46;74;-118
-68;-58;-54
-174;-92;12
-41;-23;14
117;-31;-14
50;-14;8
-99;18;-68
-49;64;-109
102;103;-204
54;91;-161
-30;75;14
-7;32;11
58;-45;-72
126;-72;-29
27;-76;-82
-17;-92;-52
15;-42;-47
82;53;-3
137;-27;54
93;-83;6
69;-68;-4
160;82;-195
261;153;-118
84;53;73
-51;-23;-5
89;-63;-54
292;-47;-9
186;-14;-13
60;6;-23
85;-29;28
90;-88;74
50;-63;8
68;-128;-138
207;-202;-103
206;-181;-111
231;-89;-119
221;-36;16
132;98;-34
69;132;85
59;84;80
137;45;60
201;54;103
196;-25;117
198;-100;29
197;-97;31
164;-104;70
147;-82;-3
156;-74;55
157;-104;37
168;-84;57
172;-149;138
154;-170;63
175;-176;124
152;-126;50
149;-37;29
164;-94;97
164;-78;22
138;-11;84
123;-45;63
166;-71;120
155;-168;136
111;-151;32
94;-105;124
89;-120;11
101;-76;9
82;-68;130
33;44;26
43;84;79
36;69;52
-1;-8;36
-52;-101;17
-55;-89;-29
-7;-66;-92
26;-44;-88
28;14;-29
45;53;-34
64;29;-4
35;8;26
69;-62;9
73;-133;0
9;-72;-9
28;15;54
96;47;107
66;-22;63
8;79;-38
87;169;29
149;32;14
141;-127;34
118;-171;109
173;-157;94
154;-218;149
60;-78;21
100;78;50
106;93;36
129;77;-43
216;62;16
220;-9;58
131;-118;41
13;-224;85
-77;-128;-9
66;-7;-13
176;0;1
180;41;-29
203;66;78
132;79;54
4;154;2
-106;58;-20
-106;-94;-74
-4;-110;-56
162;-162;-4
178;-170;-5
197;65;-62
258;131;4
147;77;-5
-81;44;48
-302;4;12
-178;8;-85
155;26;-136
327;9;-137
287;-51;118
-101;-190;245
-363;-10;-63
-16;223;-121
287;116;-121
220;-44;-156
22;-31;-21
-87;-13;6
1;70;-59
68;68;40
-53;-65;-23
-25;-98;-76
-74;-151;76
-218;-41;-37
34;202;-255
345;197;-191
307;100;-122
127;50;-70
-108;-84;136
-343;-188;9
-231;18;8
13;-1;-61
47;-68;30
-13;7;100
3;29;-31
26;35;16
-118;-29;144
-351;-62;95
-250;107;-79
194;139;-195
398;56;-156
254;-2;-61
-3;21;46
-124;62;74
-123;-17;164
-253;-140;45
-254;-71;-90
-52;61;-81
126;84;-188
242;81;-168
261;18;-35
91;-54;-14
-133;-99;119
-302;-70;41
-215;62;-95
-34;100;-62
36;65;-30
51;-18;-72
136;-92;-51
119;-136;-41
21;-84;-88
-11;-36;5
-101;20;4
-72;86;-35
41;71;26
20;30;14
-17;44;14
27;34;23
2;10;-52
19;-10;-120
90;-86;-42
23;-152;-42
-25;-38;-54
30;37;25
-33;59;38
-87;80;-9
-51;24;14
-63;-23;-1
-61;-20;-64
-22;-6;-64
52;2;-76
123;-14;-96
109;-47;-46
-12;-22;59
-12;-22;59
-156;50;83
-156;61;2
-72;-6;14
-56;2;28
-48;17;-9
-16;-2;-40
25;-6;-30
52;-29;-58
22;-18;-20
-29;23;-5
-39;39;41
-89;33;-18
-53;35;-40
-18;13;-4
-57;2;-37
-42;8;-56
28;15;-33
21;2;3
-13;7;24
-24;7;65
-63;3;43
-33;16;-7
32;16;-27
59;-15;-72
48;-38;-73
4;-24;-25
-44;-23;3
-78;-24;1
-47;0;6
-10;20;35
-11;48;8
52;76;-54
99;55;-40
36;-3;-22
-68;-42;-6
-88;-52;-32
-77;-39;-2
-112;-2;-4
-85;-7;-57
-31;-19;-34
-31;2;7
-15;4;3
41;40;-5
66;83;4
55;53;65
9;2;72
-46;-37;38
-65;-20;60
-35;-28;-35
40;-33;-115
61;-5;-59
24;14;-64
20;3;-39
16;9;18
-16;26;13
38;3;-31
82;-39;-23
6;-14;-17
-45;6;-14
-7;-13;-31
10;8;-69
2;49;-70
9;44;-72
22;9;-47
8;-44;-10
-33;-45;-27
-1;4;-88
94;8;-4
59;-32;23
-18;-71;19
-16;-62;0
-13;-17;1
-30;18;-31
-10;35;-36
-15;37;39
-42;22;-9
-1;-11;-30
10;-17;42
-10;-17;4
27;-16;-4
66;24;-12
65;47;-37
29;66;21
-52;43;41
-114;7;-1
-92;11;-27
-1;-3;-32
54;-20;3
13;-39;-10
6;-37;-2
18;-35;14
4;5;-15
18;52;-18
25;34;11
-38;15;14
-68;28;-6
0;30;-31
45;1;-24
25;-29;-32
13;-49;-2
23;-38;36
37;4;54
42;10;-2
37;9;-6
38;1;4
19;-42;-28
-2;-35;-40
-4;-11;-30
13;33;-54
63;56;-41
23;38;6
-82;31;26
-92;15;1
-11;-20;-31
47;-28;-26
50;-61;-49
37;-91;-38
-2;-50;11
-40;-10;-3
-27;27;-16
-34;68;8
-40;75;-4
-21;37;4
-11;-3;10
8;-21;-14
44;-35;-24
66;-11;-3
31;4;21
-43;-2;20
-52;12;2
1;0;-21
21;-20;-35
6;-21;-40
3;-30;-39
33;-9;-3
64;18;6
65;29;17
46;53;25
30;55;14
2;24;2
-5;10;-21
15;-21;-8
21;-46;-19
18;-63;-32
13;-49;-41
18;-31;-27
11;14;-7
17;49;5
29;43;22
19;38;38
-5;25;16
-2;-6;-22
-9;-4;-8
-27;17;-14
-6;7;-34
25;6;-14
5;9;-2
-18;-2;-19
-5;-17;-26
4;-9;-12
-3;-14;-25
9;-8;-25
17;6;-18
14;13;-17
-6;18;-6
-31;23;-8
-27;14;-15
-2;5;-16
-2;6;8
-15;0;9
-8;-10;-16
5;-5;-7
-8;18;1
-12;9;-37
13;11;-39
20;34;-13
-9;23;2
-45;-11;4
-76;-14;-1
-48;2;-38
1;-2;-28
2;43;6
0;40;12
11;7;3
2;17;5
-24;18;7
-44;-19;-40
-13;-22;-42
19;11;-17
20;1;-21
-6;8;-19
-26;31;-7
-38;-1;-29
-57;8;-27
-78;24;-30
-16;43;-58
4;41;-31
-52;58;-13
-31;86;-33
-25;44;24
-127;32;42
-192;26;16
-125;20;-51
2;56;-56
37;21;-47
-25;31;2
-74;25;14
-63;-26;14
-73;-10;55
-108;38;78
-126;44;13
-108;66;-110
-10;55;-82
26;20;-73
41;14;-87
105;7;-39
91;-47;-23
-40;-70;-37
-140;-6;-43
-141;13;-2
-127;46;18
-102;43;-41
11;54;-78
115;50;-55
35;37;-46
-60;68;-80
-11;55;9
-43;-35;53
-153;-56;42
-182;-28;26
-128;-27;19
-67;89;-58
45;119;-83
26;-1;-12
-116;-24;-34
-172;3;7
-126;59;-55
-10;64;4
-75;49;64
-150;75;42
-141;-11;68
-152;-69;-49
-87;-7;-111
-16;51;-129
-3;105;-133
-24;104;-68
-64;61;-4
-130;112;-56
-107;134;59
-162;83;-5
-183;63;-71
-104;15;-32
-30;-55;-75
-69;-104;-72
-124;-73;-125
-85;-8;-126
-89;-18;-80
-124;24;-145
-85;92;-32
-52;54;-37
-35;60;-46
-5;38;-47
-28;12;24
-97;42;-15
-93;158;-120
-16;180;-147
-39;110;-113
-95;31;-85
-69;-54;-38
-15;-133;10
-11;-169;-29
-66;-126;20
-13;-22;43
72;115;-74
128;236;-352
164;103;-123
-49;17;-47
-218;28;-62
-133;51;-30
58;4;35
112;-104;-27
34;-78;54
-69;63;-73
80;183;-251
228;117;-197
148;-19;-126
3;-115;-12
-58;-95;8
43;14;34
187;4;-13
160;-71;-37
2;-92;-24
-45;14;-69
89;174;-130
258;138;13
251;-30;-84
209;-141;-35
156;-135;73
41;-85;45
-56;73;17
29;109;59
169;16;-81
275;54;-67
241;8;-34
223;-85;-49
243;-180;-5
164;-321;-28
35;-124;32
53;92;87
197;74;18
288;-89;15
272;-180;32
287;-138;33
199;-50;41
138;-18;34
130;-98;121
67;-134;110
60;-113;91
174;-118;173
250;-139;136
248;-51;137
153;61;94
148;19;163
146;-129;193
71;-138;150
31;-184;162
81;-219;115
148;-187;83
172;-95;112
151;-56;118
149;7;46
128;-76;88
44;-115;59
-25;-91;113
39;-19;103
135;5;106
115;9;17
70;63;-61
54;24;-88
32;12;-45
3;-41;21
60;-82;93
78;-70;71
67;16;-8
90;-5;69
45;-108;-8
15;60;-75
59;67;-32
88;-23;-29
104;-31;-1
208;-14;79
236;-174;190
27;-197;113
-101;38;105
-44;162;-31
88;179;-122
183;57;-81
236;-82;10
189;-158;35
219;-117;96
115;-287;343
-115;-162;140
-53;127;195
140;84;42
296;113;-133
374;102;-168
307;71;-56
234;61;-5
143;-63;215
-125;-322;315
-275;-94;54
17;137;-129
276;-72;-96
287;-134;-47
305;-39;-44
166;-16;10
-71;144;18
-120;180;15
-98;45;-95
13;10;-144
194;-21;-152
243;-37;-15
136;-91;-32
29;11;-2
-73;-43;169
-183;-119;-89
-114;44;-93
39;74;-203
182;73;-181
153;12;-81
-22;78;-37
-163;13;117
-340;-68;172
-168;53;18
93;66;54
-2;-7;45
70;47;-123
180;111;-199
44;138;-203
-16;44;-72
-105;-242;39
-232;-165;-11
-15;31;-31
69;18;41
51;57;-43
218;190;-97
171;172;-75
-114;120;-59
-92;23;-2
-99;-231;70
-202;-106;-57
-94;24;-109
-36;5;-58
-20;36;-73
93;61;-39
27;-20;20
-160;-36;-43
-16;134;-83
55;76;-51
-135;-118;41
-133;-62;-3
44;72;15
-53;1;37
-70;-55;-20
41;-63;-147
3;80;-135
-79;30;-101
-29;18;-140
-6;22;-61
4;-3;11
21;-70;124
-98;-158;211
-158;-57;80
-80;140;14
-55;76;-44
20;87;-248
233;113;-225
142;-57;0
-88;-124;5
-48;-37;31
-35;-47;104
-109;-82;41
-2;-41;0
19;-39;128
-119;-63;173
-103;51;-18
86;199;-158
152;214;-198
93;40;-150
22;-89;-3
-106;-39;-23
-15;57;-42
58;5;57
-75;-93;106
-86;-32;17
8;34;-23
4;12;-51
34;-21;-57
84;-56;-81
10;-1;-130
45;61;-74
51;11;28
-42;-27;12
-47;35;11
31;58;14
18;-16;46
-41;-26;47
-20;6;-45
80;36;-65
60;-33;-33
-39;-60;-52
-18;5;-39
-6;17;7
-19;-53;18
-40;-55;-14
8;20;-27
46;15;-5
-18;-4;-26
2;77;-27
39;-3;5
-38;-45;29
-52;-12;18
-69;41;-15
-8;46;-70
10;11;-34
-32;-31;-27
